"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","DEPRECATED healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","no-sale-last-6-months","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","supplier","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-07-28","SS-SATIN-STONE-GREY-TWIN-3PCS","X004D7HGGN","B0DDQVBL24","SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Stone Grey)","New","28","0","0","0","30","0","0","0","0","USD","3","8","10","13","","29.95","27.95","23.96","0.0","NoRestockExcessActionRequired","","0.0","0","0","1589.19","0.34","0.259904","cubic feet","Standard","7.277312","US","gl_home","8682","164","26","14","28","29.95","71.88","212.66","273.57","363.42","0","0","0","0","0","5.2","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","283.4","13","Excess","","","2026-07-27","Yes","No","148.0","283.4","2026-07-25","28","0","0","0","164","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-FULL-LIGHT-PINK","X004OD9ZH9","B0F7M26SWR","SLEEPHORIA Cooling Fitted Sheet Full Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 52 x 72 in (Light Pink)","","0","0","0","1","0","0","0","0","0","USD","0","33","52","63","","0.0","0.0","0.0","0.0","CreateShippingPlan","","","0","0","","1.67","0.135875","cubic feet","Standard","0.0","US","gl_home","26032","0","0","0","0","29.99","0.0","923.67","1485.48","1793.37","1","0","0","0","0","","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","54.8","29","Out of stock","51","2026-07-27","2026-07-27","Yes","No","10.1","54.8","2026-07-25","0","0","1","0","3","unassigned","N","","",""
"2026-07-28","SL-COOLING-FITTED-CAL-KING-LIGHT-BLUE","X004OD2QVB","B0F7M35WZY","SLEEPHORIA Cooling Fitted Sheet Calfornia King Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft - 69 x 81 in (Light Blue)","New","24","1","0","1","1","0","23","0","0","USD","3","9","17","20","","37.99","0.0","35.99","0.0","Create Outlet deal","","19.49","2","0","1316.96","0.52","0.144256","cubic feet","Standard","3.462144","US","gl_home","26032","79","0","10","15","35.99","107.97","315.91","587.83","694.8","1","0","0","1","22","26.25","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1","0.85","22","21.93","0","0.0","172.8","13","Healthy","","","2026-07-27","Yes","No","127.6","172.8","2026-07-25","25","0","0","0","79","unassigned","N","","",""
"2026-07-28","BAMBOO-FULL-LIGHT PINK-6PCS","X00438KSE9","B0CQ32S4MW","DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Light Pink)","New","5","0","0","5","0","0","0","0","0","USD","6","13","13","27","","74.99","0.0","74.99","0.0","GoToRestock","","0.0","0","0","0.0","2.38","0.249554","cubic feet","Standard","1.24777","US","gl_home","9357","10","0","1","2","74.99","432.94","925.62","925.62","1949.98","0","5","0","0","0","0.22","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","32.9","40","Low stock","63","2026-08-02","2026-07-27","Yes","No","32.9","23.3","2026-07-25","5","0","0","0","10","unassigned","N","","",""
"2026-07-28","SATIN-IVORY-KING","X003EKFNXD","B0BG225D1J","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Ivory)","New","299","1","0","217","93","0","0","0","0","USD","24","80","125","166","","33.95","0.0","33.94","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.48","0.262673","cubic feet","Standard","78.539227","US","gl_home","4372","185","0","14","23","33.94","814.58","2708.48","4228.68","5669.8","2","45","170","0","0","77.33","0","0","0","0","","3","0","26","3.43","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","199.7","135","Healthy","","","2026-07-27","Yes","No","140.2","199.7","2026-07-25","300","1","2","0","188","unassigned","N","","",""
"2026-07-28","SILK-PILLOWCASE-KING-CORAL-1PCS","X004C9YXBX","B0DBR855WF","DECOLURE 100% Pure Mulberry Silk Pillow Case King Size – Highest Grade 30 Momme 6A+, Luxuriously Soft & Cooling Silk Pillowcase for Hair & Skin, Hypoallergenic, Breathable, Hidden Zipper (Coral)","New","143","0","0","144","0","0","0","0","0","USD","3","6","10","27","","54.95","0.0","54.95","0.0","NoExcessInventory","","0.0","0","0","0.43","0.35","0.031164","cubic feet","Standard","4.456452","US","gl_home","217093","366","0","95","68","54.95","164.85","329.7","529.5","1397.77","1","143","0","0","0","3.19","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","1112.3","12","Healthy","","","2026-07-27","Yes","No","1112.3","187.4","2026-07-25","143","1","0","0","366","unassigned","N","","",""
"2026-07-28","LINEN-CURTAIN-52x63-IVORY-2-PCS","X004NSU7JP","B0F63B8T3G","DECOLURE Linen Blackout Curtains - SunShield 63 Inches Long Black Out Curtains for Living Room and Bedroom Windows - Luxury Faux Linen, 2 Panels Set, Ultra Durable - 63 Length x 52 in (Ivory)","New","32","0","0","0","2","0","32","0","0","USD","1","1","1","1","Low traffic","27.99","0.0","27.99","0.0","Lower price","","0.0","0","0","1686.84","0.0","0.199952","cubic feet","Standard","6.398464","US","gl_home","456744","366","32","128","416","13.99","13.99","13.99","13.99","13.99","0","0","0","6","26","42.45","0","0","0","0","","0","0","2","0.2","0","0.0","0","0.0","0","0.0","0","0.0","18","21.24","14","19.32","0","0.0","","1","Excess","","","","","","","","2026-07-25","32","0","0","0","366","unassigned","N","","",""
"2026-07-28","SATIN-STRIPE-TWIN-GOLD--6-PCS","X003UOC11P","B0C7K5TSRR","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Gold)","New","55","0","0","1","30","0","24","0","0","USD","0","1","4","5","","26.95","0.0","25.16","0.0","Edit listing","","0.0","0","0","1453.42","0.09","0.102665","cubic feet","Standard","5.646575","US","gl_home","15592","366","55","220","143","25.16","0.0","26.55","109.0","136.95","0","1","0","0","24","20.46","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12","7.27","12","8.5","0","0.0","1651.0","3","Excess","","","2026-07-27","Yes","No","1651.0","1021.8","2026-07-25","55","0","0","0","366","unassigned","N","","",""
"2026-07-28","BAMBOO-FULL-BLACK","X003TONHMN","B0BZPYZ1XY","DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Black)","New","95","1","0","36","0","62","0","0","0","USD","5","20","53","75","","69.99","0.0","62.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.62","0.243274","cubic feet","Standard","23.11103","US","gl_home","9485","231","0","19","16","69.99","318.95","1259.64","3447.69","4884.78","0","36","0","62","0","48.68","0","0","0","0","","1","0","0","0.0","2","0.49","60","21.84","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","134.4","43","Healthy","","","2026-07-27","Yes","No","130.8","134.4","2026-07-25","96","1","0","0","233","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-PURPLE-6PCS","X00438TOC1","B0CQ328N9Z","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Purple)","New","149","7","0","21","5","135","0","0","0","USD","16","53","129","176","","89.99","0.0","75.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.72","0.360118","cubic feet","Standard","53.657582","US","gl_home","9357","123","0","11","11","75.99","1219.84","4252.07","10391.91","14348.44","6","12","3","135","0","83.41","0","0","0","0","","2","0","1","0.18","134","48.25","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","127.2","74","Healthy","","","2026-07-27","Yes","No","90.4","127.2","2026-07-25","156","2","0","0","125","unassigned","N","","",""
"2026-07-28","BAMBOO-KING-BLACK","X003TOCG7P","B0BZPZ2L1R","DECOLURE 100% Viscose Derived from Bamboo Sheets King Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Black)","New","344","7","0","361","0","0","0","0","0","USD","16","98","203","314","","84.99","0.0","84.98","60.31","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.19","0.286931","cubic feet","Standard","98.704264","US","gl_home","9485","199","0","14","14","84.99","1339.71","7780.76","15843.48","24508.11","170","191","0","0","0","68.36","12","0","0","12","","17","0","","","","","","","","","","","","","","","","","107.3","117","Healthy","","","2026-07-27","Yes","No","107.3","76.1","2026-07-25","363","16","1","0","211","unassigned","N","","",""
"2026-07-28","SATIN-GOLD-FULL","X002O5XX6N","B08KR9PWK1","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Gold)","New","14","1","0","18","0","0","0","0","0","USD","3","12","31","42","","29.95","0.0","29.94","0.0","CreateShippingPlan","","0.0","0","0","0.0","1.89","0.18577","cubic feet","Standard","2.60078","US","gl_home","4372","29","0","4","4","29.94","89.82","359.37","925.42","1258.23","0","13","5","0","0","1.68","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","101.1","28","Low stock","40","2026-08-04","2026-07-27","Yes","No","101.1","99.5","2026-07-25","15","0","0","0","29","unassigned","N","","",""
"2026-07-28","SL-QUILT-SET-TWIN-BLACK","X004R3MZUF","B0FGZMX1XV","SLEEPHORIA Twin Quilt Bedding Set - Cloud Soft All-Season Bedspread 2 PC w/Sham, Bed Quilt Twin Size Coverlet - Oversized, Light Weight, Ultra Durable, Easy Care - 68 x 86 in (Black)","New","25","0","0","0","0","0","26","0","0","USD","0","5","5","7","","33.99","0.0","30.59","0.0","NoRestockExcessActionRequired","","0.0","0","0","3803.83","0.23","0.568755","cubic feet","Oversize","14.218875","US","gl_home","97758","366","25","20","46","30.59","0.0","142.75","142.75","210.73","0","0","0","26","0","89.57","0","0","0","0","","0","0","0","0.0","0","0.0","0","0.0","0","0.0","12","38.9","14","46.98","0","0.0","0","0.0","383.1","4","Excess","","","2026-07-27","Yes","No","158.2","383.1","2026-07-25","25","0","0","0","366","unassigned","N","","",""
"2026-07-28","SL-BOHO-BLANKET-MOSAIC-60x80-1-PC","X004ZA3I3X","B0GGTVBWN8","SLEEPHORIA 100% Uzbek Cotton Boho Throw Blanket - Heavyweight Cotton Throw Blanket for Bed - Reversible Woven Vintage Floral Decorative for Couch Sofa - Soft Bohemian 60"" x 80"" (Mosaic)","","0","0","0","10","0","0","0","0","0","USD","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","","","0","0","","0.0","0.453414","cubic feet","Standard","0.0","US","gl_home","","0","0","","","","","","","","0","10","0","0","0","","0","0","0","0","","10","0","","","","","","","","","","","","","","","","","87.7","","","","","2026-07-27","Yes","No","44.5","87.7","2026-07-25","0","0","10","0","73","unassigned","N","","",""
"2026-07-28","WATERPROOF-CHAIR-COVER-BEIGE-4PCS","X004632PSN","B0CY6QPTVJ","Waterproof Dining Chair Covers Set of 4 - 3 Layers Thick Fabric Parsons Chair Slip Covers - Jacquard Kitchen Chair Covers & Stretch Protectors for Dining Room, Restaurant - Removable Washable (Beige)","New","84","0","0","5","3","0","3","0","77","USD","1","33","64","132","","29.99","0.0","29.99","0.0","NoRestockExcessActionRequired","","0.0","0","84","946.4","1.0","0.250497","cubic feet","Standard","21.041748","US","gl_home","622269","366","84","10","8","15.99","29.99","495.67","893.36","1808.68","0","1","4","0","3","165.42","0","0","0","0","","1","0","3","0.38","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","5.19","77","152.38","67.0","8","Excess","","","2026-07-27","Yes","No","50.3","67.0","2026-07-25","84","0","1","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-KING-NAVY-BLUE","X004OCWRCZ","B0F7M13J7X","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC King Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Navy Blue)","New","92","42","0","140","0","0","0","0","0","USD","16","24","24","95","","69.99","0.0","69.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","1.71","0.335929","cubic feet","Standard","30.905468","US","gl_home","82219","143","0","15","12","69.99","1152.37","1738.93","1738.93","7226.22","140","0","0","0","0","29.4","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","93.5","42","Healthy","","","2026-07-27","Yes","No","93.5","27.3","2026-07-25","134","1","0","0","144","unassigned","N","","",""
"2026-07-28","SS-SATIN-STRIPED-BLACK-TWIN-3PCS","X004D7EWND","B0DDR3RYKF","SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Black)","New","10","0","0","6","7","0","0","0","0","USD","5","7","9","11","","29.95","27.95","25.76","0.0","NoRestockExcessActionRequired","","0.0","0","0","384.71","0.59","0.128822","cubic feet","Standard","1.28822","US","gl_home","8682","41","0","5","11","29.95","128.8","186.32","240.23","302.13","0","0","6","0","0","0.92","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","235.8","6","Healthy","4","2026-08-03","2026-07-27","Yes","No","114.8","235.8","2026-07-25","10","0","0","0","41","unassigned","N","","",""
"2026-07-28","SS-BAMBOO-CREME-QUEEN-6PCS","X004D8VMOJ","B0DDTZCKGQ","SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Queen Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Creme)","New","64","0","0","0","6","3","57","0","0","USD","3","14","30","55","","64.99","0.0","64.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.6","0.325841","cubic feet","Standard","20.853824","US","gl_home","86667","99","0","18","15","64.99","194.97","894.66","1970.9","3602.65","0","0","0","60","0","105.02","0","0","0","0","","2","0","1","0.16","1","0.33","0","0.0","50","88.79","9","16.71","0","0.0","0","0.0","0","0.0","145.8","27","Healthy","","","2026-07-27","Yes","No","143.0","145.8","2026-07-25","64","1","1","0","103","unassigned","N","","",""
"2026-07-28","DC-BAMBOO-FITTED-KING-NAVY-BLUE-1PC","X004VTXWY3","B0FX2SBXKH","DECOLURE 100% Viscose Derived from Bamboo Fitted Sheet | King Size Fitted Sheet Only | Ultra Soft Cooling Sheets for Hot Sleepers, 17"" Deep Pocket w/Corner Straps, Breathable, Oeko-Tex (Navy-Blue)","New","90","2","0","95","0","0","0","0","0","USD","13","33","33","33","","33.95","0.0","33.95","0.0","NoRestockExcessActionRequired","","","0","0","","0.32","0.227149","cubic feet","Standard","20.44341","US","gl_home","40126","49","0","10","35","33.95","439.35","1078.35","1078.35","1078.35","0","0","95","0","0","","0","0","0","0","","0","0","","","","","","","","","","","","","","","","","153.3","81","Healthy","62","2026-08-03","2026-07-27","Yes","No","126.2","153.3","2026-07-25","92","0","0","0","49","unassigned","N","","",""
"2026-07-28","SATIN-FITTED-QUEEN-GREY","X004CC2WDL","B0DBW19GXY","DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Grey)","New","537","5","0","6","9","550","0","0","0","USD","27","176","349","487","","17.95","0.0","17.94","17.04","NoRestockExcessActionRequired","","0.0","0","0","183.91","0.59","0.221637","cubic feet","Standard","119.019069","US","gl_home","9976","188","375","12","14","17.94","484.41","2961.66","5590.25","8015.31","2","1","3","550","0","191.71","0","0","0","0","","4","0","5","0.55","546","120.93","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","146.2","211","Excess","","","2026-07-27","No","No","81.5","146.2","2026-07-25","542","2","2","0","190","unassigned","N","","",""
"2026-07-28","SS-SATIN-STRIPED-GREY-FULL-4PCS","X004D7A36N","B0DDRKF8FG","SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Grey)","New","7","0","0","0","0","1","0","0","6","USD","4","8","9","14","","31.95","29.95","25.76","0.0","CreateShippingPlan","","0.0","0","0","316.43","0.95","0.217996","cubic feet","Standard","1.525972","US","gl_home","8682","31","0","3","6","31.95","106.04","230.65","267.6","427.35","0","0","0","1","0","11.5","0","0","0","0","","0","0","1","0.11","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","10.33","97.8","12","Low stock","15","2026-08-01","2026-07-27","Yes","No","44.3","97.8","2026-07-25","7","0","0","0","31","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-FULL-CREAM","X004OCYRUZ","B0F7LX3RH7","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Full Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Cream)","New","26","0","0","2","25","0","0","0","0","USD","2","9","13","25","","59.99","0.0","59.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.78","0.64","0.274425","cubic feet","Standard","7.13505","US","gl_home","82219","133","0","11","13","59.99","121.98","533.76","765.57","1489.45","0","2","0","0","0","4.76","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","135.2","11","Healthy","","","2026-07-27","Yes","No","105.6","135.2","2026-07-25","26","1","0","0","136","unassigned","N","","",""
"2026-07-28","SILK-PILLOWCASE-KING-GREY-1PCS","X004C9YXBN","B0DBR73C9R","DECOLURE 100% Pure Mulberry Silk Pillow Case King Size – Highest Grade 30 Momme 6A+, Luxuriously Soft & Cooling Silk Pillowcase for Hair & Skin, Hypoallergenic, Breathable, Hidden Zipper (Grey)","New","155","2","0","154","7","0","0","0","0","USD","2","9","28","50","","54.95","0.0","54.95","0.0","NoExcessInventory","","0.0","0","0","0.0","0.35","0.038906","cubic feet","Standard","6.03043","US","gl_home","217093","366","0","68","40","54.95","109.9","483.55","1491.35","2637.29","2","0","152","0","0","4.26","0","0","0","0","","5","0","","","","","","","","","","","","","","","","","404.9","27","Healthy","","","2026-07-27","Yes","No","404.9","274.4","2026-07-25","157","2","3","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-KING-WHITE","X004OD4N03","B0F7LX5ZQN","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC King Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (White)","New","220","547","0","774","0","0","0","0","0","USD","22","35","36","41","","76.99","0.0","76.99","0.0","Edit listing","","0.0","0","0","3564.33","0.19","0.323996","cubic feet","Standard","71.27912","US","gl_home","82219","366","0","66","185","76.99","1693.78","2694.65","2771.64","3156.59","774","0","0","0","0","191.88","366","0","366","0","","1","0","","","","","","","","","","","","","","","","","240.1","33","Healthy","","","2026-07-27","No","No","240.1","199.1","2026-07-25","1133","1","0","0","366","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-QUEEN-NAVY-BLUE","X004OD4IP3","B0F7LYNN5W","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Navy Blue)","New","163","406","0","566","0","0","0","0","0","USD","5","20","20","20","","64.99","0.0","64.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","249.38","0.13","0.297641","cubic feet","Standard","48.515483","US","gl_home","82219","366","0","33","109","55.24","324.95","1299.8","1299.8","1299.8","566","0","0","0","0","119.15","5","0","0","5","","3","0","","","","","","","","","","","","","","","","","210.2","45","Healthy","","","2026-07-27","Yes","No","210.2","210.2","2026-07-25","574","3","0","0","366","unassigned","N","","",""
"2026-07-28","BAMBOO-CALIFKING-BURGUNDY-6PCS","X004386WNZ","B0CQ33QVZK","DECOLURE 100% Viscose Derived from Bamboo Sheets California King Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Double Stitching, Oeko Tex Standard (Burgundy)","New","51","0","0","53","0","0","0","0","0","USD","0","3","3","3","","114.99","0.0","103.49","0.0","NoRestockExcessActionRequired","","","0","0","","0.16","0.369067","cubic feet","Standard","18.822417","US","gl_home","9357","242","0","68","221","103.49","0.0","255.81","255.81","255.81","44","9","0","0","0","","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","497.0","19","Healthy","","","2026-07-27","Yes","No","485.0","497.0","2026-07-25","51","0","1","0","249","unassigned","N","","",""
"2026-07-28","SATIN-WHITE-QUEEN","X002O64ILL","B08KRXDWNN","DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)","New","493","48","0","564","0","0","0","0","0","USD","60","196","374","519","","31.95","0.0","30.35","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.96","0.220294","cubic feet","Standard","108.604942","US","gl_home","4372","126","0","12","15","30.35","1832.2","6111.26","11739.24","16393.59","240","117","207","0","0","130.55","126","0","126","0","","12","0","","","","","","","","","","","","","","","","","98.8","168","Healthy","","","2026-07-27","No","No","91.6","98.8","2026-07-25","667","2","10","0","127","unassigned","N","","",""
"2026-07-28","SL-CLG-COMF-PINK/BEIGE-QUEEN","X004OD9213","B0F7M5KWRR","SLEEPHORIA Cooling Comforter - BreezeWeave Cooling Blanket Queen Size for Hot Sleepers & Deep Rest - Cloud Soft, Breathable, Ultra Durable, Easy Care, Reversible - 90 x 90 in (Pink & Beige)","New","58","0","0","59","0","0","0","0","0","USD","5","18","39","41","","64.99","0.0","59.99","0.0","NoExcessInventory","","0.0","0","0","0.0","0.74","0.712833","cubic feet","Standard","41.344314","US","gl_home","67231","138","0","12","18","59.99","299.95","1076.82","2355.61","2475.59","0","24","35","0","0","39.48","0","0","0","0","","2","0","","","","","","","","","","","","","","","","","127.5","14","Healthy","","","2026-07-27","Yes","No","102.8","127.5","2026-07-25","58","2","0","0","140","unassigned","N","","",""
"2026-07-28","BAMBOO-TWIN-OLIVE-6PCS","X004386X7Z","B0CQ2ZVMJJ","DECOLURE 100% Viscose Derived from Bamboo Sheets Twin Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Olive)","New","47","3","0","30","0","3","17","0","0","USD","0","7","13","28","","64.99","0.0","64.98","0.0","NoRestockExcessActionRequired","","58.4","23","0","55.65","0.65","0.18449","cubic feet","Standard","8.67103","US","gl_home","9357","265","35","26","21","64.98","0.0","448.43","833.37","1791.22","18","12","0","20","0","46.69","0","0","0","0","","0","0","0","0.0","2","0.36","0","0.0","1","1.01","17","17.88","0","0.0","0","0.0","0","0.0","212.4","16","Excess","","","2026-07-27","Yes","No","212.4","129.7","2026-07-25","50","0","0","0","265","unassigned","N","","",""
"2026-07-28","SATIN-TWIN-PINK","X002J0NEK3","B0839LVHL1","DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Pink)","New","62","89","0","153","0","0","0","0","0","USD","3","10","23","31","","27.95","0.0","23.76","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.52","0.177452","cubic feet","Standard","11.002024","US","gl_home","4372","346","0","27","28","23.76","71.28","266.93","658.28","879.0","144","9","0","0","0","18.35","6","0","0","6","","4","0","","","","","","","","","","","","","","","","","135.0","37","Healthy","","","2026-07-27","Yes","No","135.0","65.9","2026-07-25","157","4","0","0","359","unassigned","N","","",""
"2026-07-28","SL-COOLING-SHEET-QUEEN-SAGE-GREEN","X004OCYS63","B0F7LZFZCH","SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Sage Green)","New","107","134","0","241","0","0","0","0","0","USD","6","12","12","14","","64.99","0.0","64.99","0.0","NoRestockExcessActionRequired","","0.0","0","0","0.0","0.21","0.296986","cubic feet","Standard","31.777502","US","gl_home","82219","366","0","35","99","64.99","389.94","779.88","779.88","909.86","241","0","0","0","0","48.8","0","0","0","0","","3","0","","","","","","","","","","","","","","","","","169.8","32","Healthy","","","2026-07-27","Yes","No","169.8","142.2","2026-07-25","241","3","0","0","366","unassigned","N","","",""
