snapshot-date,sku,fnsku,asin,product-name,condition,available,pending-removal-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-366-to-455-days,inv-age-456-plus-days,currency,units-shipped-t7,units-shipped-t30,units-shipped-t60,units-shipped-t90,alert,your-price,sales-price,lowest-price-new-plus-shipping,lowest-price-used,recommended-action,DEPRECATED healthy-inventory-level,recommended-sales-price,recommended-sale-duration-days,recommended-removal-quantity,estimated-cost-savings-of-recommended-actions,sell-through,item-volume,volume-unit-measurement,storage-type,storage-volume,marketplace,product-group,sales-rank,days-of-supply,estimated-excess-quantity,weeks-of-cover-t30,weeks-of-cover-t90,featuredoffer-price,sales-shipped-last-7-days,sales-shipped-last-30-days,sales-shipped-last-60-days,sales-shipped-last-90-days,inv-age-0-to-30-days,inv-age-31-to-60-days,inv-age-61-to-90-days,inv-age-181-to-330-days,inv-age-331-to-365-days,estimated-storage-cost-next-month,inbound-quantity,inbound-working,inbound-shipped,inbound-received,no-sale-last-6-months,Total Reserved Quantity,unfulfillable-quantity,quantity-to-be-charged-ais-181-210-days,estimated-ais-181-210-days,quantity-to-be-charged-ais-211-240-days,estimated-ais-211-240-days,quantity-to-be-charged-ais-241-270-days,estimated-ais-241-270-days,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-366-455-days,estimated-ais-366-455-days,quantity-to-be-charged-ais-456-plus-days,estimated-ais-456-plus-days,historical-days-of-supply,fba-minimum-inventory-level,fba-inventory-level-health-status,Recommended ship-in quantity,Recommended ship-in date,Last updated date for Historical Days of Supply,Exempted from Low-Inventory-Level fee?,Low-Inventory-Level fee applied in current week?,Short term historical days of supply,Long term historical days of supply,Inventory age snapshot date,Inventory Supply at FBA,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,Total Days of Supply (including units from open shipments),supplier,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date
2026-04-30,SL-CLG-PC-WHITE-KING-2PCS,X004OCT4JJ,B0F7LLBQH3,"SLEEPHORIA Cooling Pillow Cases - BreezeWeave King Size Set of 2 Pillowcases for Hot Sleepers & Cool, Deep Rest - Cloud Soft, Silky Smooth, Ultra Durable, Easy Care, Hidden Zipper (White)",,0,0,1,0,0,0,0,0,USD,1,21,83,138,,0,0,0,0,CreateShippingPlan,,,0,0,,2.37,0.069153,cubic feet,Standard,0,US,gl_home,168211,0,0,0,0,19.99,19.99,419.79,1659.17,2686.62,1,0,0,0,0,,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,35.7,22,Out of stock,36,2026-04-27,2026-04-27,Yes,No,10,35.7,2026-04-27,0,0,0,1,4,unassigned,N,,,
2026-04-30,SATIN-QUEEN-BLUE,X002J0JE9D,B0839L4HWH,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blue)",New,94,0,6,26,66,0,0,0,USD,10,90,155,255,,31.95,0,31.95,0,CreateShippingPlan,,0,0,0,0,1.13,0.227537,cubic feet,Standard,21.388478,US,gl_home,10574,33,0,4,4,31.95,319.5,2883.86,5079.61,8274.61,1,1,4,66,0,11.74,0,0,0,0,,3,0,3,0.34,64,14.62,0,0,0,0,0,0,0,0,0,0,0,0,78.2,141,Low stock,244,2026-05-07,2026-04-27,Yes,No,44.5,78.2,2026-04-27,96,2,0,1,33,unassigned,N,,,
2026-04-30,SS-SLEEP-MASK-VELCRO-STRAP-BLACK,X004NF916X,B0F4XQ7L8Q,"SLEEP SANCTUARY 100% Pure Mulberry Silk Sleep Mask - 22 Momme Light Blocking Hook & Loop Silk Eye Mask for Sleeping - Secure Fit for Side Sleepers, Women & Men - Cloud Soft (Black)",New,267,0,5,2,1,261,0,0,USD,3,16,30,94,Low traffic,17.95,0,17.95,0,Create Outlet deal,,12.97,2,0,2649.72,0.31,0.048757,cubic feet,Standard,13.018119,US,gl_drugstore,194871,366,235,66,36,17.95,53.85,287.2,548.74,1636.1,0,1,4,262,0,82.47,0,0,0,0,,0,0,1,0.02,0,0,0,0,0,0,0,0,261,75.12,0,0,0,0,377.1,16,Excess,,,2026-04-27,Yes,No,377.1,224.2,2026-04-27,267,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-NAVYBLUE-6PCS,X00438T2KF,B0CQ2ZSDMN,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Navy Blue)",New,26,0,2,38,0,0,0,0,USD,4,16,28,73,,74.99,0,74.99,0,CreateShippingPlan,,0,0,0,0,0.99,0.251308,cubic feet,Standard,6.534008,US,gl_home,14195,48,0,6,4,74.99,263.98,1127.64,1895.01,4931.06,0,1,1,0,0,4.21,0,0,0,0,,17,0,,,,,,,,,,,,,,,,,126.7,45,Low stock,52,2026-05-07,2026-04-27,Yes,No,126.7,90.7,2026-04-27,26,0,16,1,75,unassigned,N,,,
2026-04-30,SATIN-4PCS-QUEEN-STONE-GREY,X004CX9OR7,B0DD4JMGXN,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Queen Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Stone Grey)",New,1147,0,445,89,719,0,0,0,USD,12,98,201,308,,31.95,0,31.95,0,NoRestockExcessActionRequired,,0,0,0,223.08,0.24,0.282578,cubic feet,Standard,324.116966,US,gl_home,10574,366,0,59,61,30.35,383.4,3077.9,6368.75,9797.25,1,31,413,719,0,357.45,300,300,0,0,,116,0,164,23.15,570,161.13,0,0,0,0,0,0,0,0,0,0,0,0,400.8,275,Healthy,,,2026-04-27,Yes,No,372.4,400.8,2026-04-27,1447,0,116,0,366,unassigned,N,,,
2026-04-30,SATIN-WHITE-TWIN,X002O5XX6X,B08KRS1K6H,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)",New,68,0,0,9,62,0,0,0,USD,2,10,17,24,,27.95,0,27.95,0,NoRestockExcessActionRequired,,24,24,0,116.77,0.26,0.185364,cubic feet,Standard,12.604752,US,gl_home,10574,232,52,27,36,27.95,44.7,257.07,422.04,617.69,0,0,0,62,0,19.32,0,0,0,0,,3,0,19,1.75,50,9.29,0,0,0,0,0,0,0,0,0,0,0,0,335.5,19,Excess,,,2026-04-27,Yes,No,290.3,335.5,2026-04-27,71,3,0,0,232,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-CAL-KING-NAVY-BLUE,X004ODA2EJ,B0F7M4FY81,"SLEEPHORIA Cooling Fitted Sheet Calfornia King Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft - 69 x 81 in (Navy Blue)",New,46,0,0,0,46,0,0,0,USD,0,2,2,2,,33.99,0,33.99,0,Create Outlet deal,,17.99,2,0,2213.86,0.04,0.144256,cubic feet,Standard,6.635776,US,gl_home,33953,366,46,92,299,33.99,0,71.98,71.98,71.98,0,0,0,46,0,40.79,0,0,0,0,,0,0,0,0,0,0,0,0,46,36.22,0,0,0,0,0,0,0,0,2144,,Excess,,,2026-04-27,Yes,No,704,2144,2026-04-27,46,0,0,0,366,unassigned,N,,,
2026-04-30,SS-BAMBOO-WHITE-TWIN-4PCS,X004D8TRNR,B0DDTZ2DRM,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Twin Size 4pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (White)",New,4,0,0,2,2,0,0,0,USD,2,13,14,19,,54.99,0,54.99,0,Create Outlet deal,,41.99,2,0,4.05,1.23,0.202365,cubic feet,Standard,0.80946,US,gl_home,47560,15,0,1,2,54.99,104.98,694.87,749.86,1029.81,0,0,0,2,0,0.39,0,0,0,0,,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8,8,Low stock,10,2026-05-04,2026-04-27,Yes,No,30.1,88.8,2026-04-27,4,0,0,0,15,unassigned,N,,,
2026-04-30,SATIN-4PC-TWIN-NAVY BLUE,X004BS2KPV,B0D9QSYXL8,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Navy Blue)",New,46,0,1,0,30,15,0,0,USD,1,1,5,10,Low conversion,27.95,0,27.95,0,Create Outlet deal,,19.56,2,0,2755.58,0.2,0.251125,cubic feet,Standard,11.55175,US,gl_home,24922,366,46,184,59,27.95,27.95,27.95,128.83,268.58,0,0,1,45,0,32.31,0,0,0,0,,0,0,24,3.02,6,1.51,0,0,0,0,7,10.02,8,11.84,0,0,0,0,1406,3,Excess,,,2026-04-27,Yes,No,1406,444.9,2026-04-27,46,0,0,0,366,unassigned,N,,,
2026-04-30,BAMBOO-FULL-GREY-6PCS,X00438KTN9,B0CQ328B82,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 6 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Grey)",New,7,0,0,9,0,0,0,0,USD,0,19,34,54,,74.99,0,74.99,0,CreateShippingPlan,,0,0,0,0,1.31,0.255977,cubic feet,Standard,1.791839,US,gl_home,14195,13,0,1,1,74.99,0,1252.6,2345.45,3690.25,0,0,0,0,0,0.32,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,58.3,37,Low stock,66,2026-05-06,2026-04-27,Yes,No,23.3,58.3,2026-04-27,7,0,0,2,16,unassigned,N,,,
2026-04-30,BAMBOO-TWIN-BURGUNDY-NEW,X0043AK1LR,B0CRHX3LKM,"DECOLURE 100% Viscose Derived from Bamboo Sheets Twin Size - Luxury 3 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Burgundy)",New,148,0,61,2,71,35,0,0,USD,3,4,16,30,,86.99,0,49.49,0,Edit listing,,0,0,0,3953.66,0.17,0.224731,cubic feet,Standard,33.260188,US,gl_home,11515,366,133,148,64,49.49,154.78,206.75,860.15,1645.01,1,0,60,106,0,77.82,0,0,0,0,,20,0,12,1.35,35,7.86,24,8.09,6,7.34,29,37.13,0,0,0,0,0,0,5156,18,Excess,,,2026-04-27,Yes,No,5156,611.7,2026-04-27,162,14,6,0,366,unassigned,N,,,
2026-04-30,SATIN-RED-KING-6PCS,X003UMBNAR,B0C7FKF7J1,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Red)",New,10,0,11,0,0,0,0,0,USD,6,6,7,9,,33.95,0,33.95,0,NoRestockExcessActionRequired,,,0,0,,2.25,0.240537,cubic feet,Standard,2.40537,US,gl_home,24922,69,0,34,75,33.95,199.03,199.03,250.98,318.88,11,0,0,0,0,,42,0,36,6,,1,0,,,,,,,,,,,,,,,,,20.6,24,Low stock,,,2026-04-27,Yes,No,17.7,20.6,2026-04-27,52,0,1,0,70,unassigned,N,,,
2026-04-30,SL-COOLING-SHEET-FULL-WHITE,X004OD19WN,B0F7LYFZ5Y,"SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Full Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (White)",New,106,0,102,18,0,0,0,0,USD,4,19,34,45,,60.99,0,60.99,0,NoExcessInventory,,0,0,0,32.35,0.48,0.281632,cubic feet,Standard,29.852992,US,gl_home,32563,366,0,22,30,60.99,225.96,1075.81,1950.66,2601.55,12,90,0,0,0,20.55,0,0,0,0,,13,0,,,,,,,,,,,,,,,,,214.2,15,Healthy,,,2026-04-27,Yes,No,214.2,213,2026-04-27,106,0,13,0,366,unassigned,N,,,
2026-04-30,SS-SATIN-BLACK-TWIN-3PCS,X004D7K7TL,B0DDRCSW2N,"SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Black)",New,68,0,69,0,0,0,0,0,USD,3,19,42,56,,29.95,0,29.95,0,NoExcessInventory,,0,0,0,0,0.84,0.208015,cubic feet,Standard,14.14502,US,gl_home,14711,130,0,14,15,29.95,95.85,628.98,1347.83,1767.13,0,23,46,0,0,8.73,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,129.9,39,Healthy,7,2026-05-04,2026-04-27,Yes,No,113.2,129.9,2026-04-27,68,0,0,1,132,unassigned,N,,,
2026-04-30,SS-SATIN-BLUE-TWIN-3PCS,X004D7EWRT,B0DDR3QB2L,"SLEEP SANCTUARY Satin Sheets Twin Size – 3 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Blue)",New,67,0,31,0,6,31,0,0,USD,1,1,1,1,Low conversion,34.95,0,34.95,0,Lower price,,0,0,0,3574.07,0,0.21313,cubic feet,Standard,14.27971,US,gl_home,14711,366,67,268,871,34.95,34.95,34.95,34.95,34.95,0,0,31,37,0,47.18,0,0,0,0,,0,0,6,0.64,0,0,0,0,0,0,31,37.65,0,0,0,0,0,0,,4,Excess,,,,,,,,2026-04-27,67,0,0,0,366,unassigned,N,,,
2026-04-30,SATIN-4PCS-KING-SEA-TEAL,X004C9TX6X,B0DBQZ1MMF,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Sea Teal)",New,275,0,8,0,304,0,0,0,USD,17,63,85,88,,33.95,0,33.95,0,NoRestockExcessActionRequired,,0,0,0,3452.91,0.22,0.264314,cubic feet,Standard,72.68635,US,gl_home,10574,171,210,17,40,32.25,593.73,2334.14,3325.18,3457.15,1,0,7,304,0,124.86,0,0,0,0,,42,0,0,0,304,80.35,0,0,0,0,0,0,0,0,0,0,0,0,431,80,Excess,,,2026-04-27,Yes,No,167.8,431,2026-04-27,294,19,23,0,194,unassigned,N,,,
2026-04-30,SATIN-STRIPE-TWIN-PINK,X0030KP0BH,B09G6KRX7T,"DECOLURE Satin Bed Sheets - 3 Piece Luxury Silky Twin Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Pink)",New,25,0,24,2,0,0,0,0,USD,1,5,8,14,,39.95,0,39.95,21.19,NoRestockExcessActionRequired,,27.94,7,0,75.5,0.52,0.139143,cubic feet,Standard,3.478575,US,gl_home,10574,180,15,20,23,39.95,18.61,142.38,225.89,384.28,0,0,24,0,0,2.31,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,216.7,9,Excess,,,2026-04-27,Yes,No,170.2,216.7,2026-04-27,25,0,0,0,180,unassigned,N,,,
2026-04-30,SL-COOLING-SHEET-QUEEN-COOL-GREY,X004OCWKNB,B0F7LX9RP3,"SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC Queen Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Cool Grey)",New,270,0,316,0,0,0,0,0,USD,26,100,183,223,,64.99,0,64.99,0,NoExcessInventory,,0,0,0,0,0.96,0.301737,cubic feet,Standard,81.46899,US,gl_home,32563,121,0,10,15,64.99,1684.74,6479,11863.17,14518.77,89,227,0,0,0,52.8,0,0,0,0,,38,0,,,,,,,,,,,,,,,,,116.1,116,Healthy,,,2026-04-27,No,No,116.1,113.8,2026-04-27,271,1,34,3,141,unassigned,N,,,
2026-04-30,SATIN-STRIPE-FULL-GRAY,X0030KQT7L,B09G6J1HVY,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Striped Grey)",New,57,0,0,0,60,0,0,0,USD,2,11,16,24,,29.95,0,29.95,0,NoRestockExcessActionRequired,,0,0,0,8.42,0.32,0.174429,cubic feet,Standard,9.942453,US,gl_home,10574,197,0,20,30,28.45,59.9,348.41,536.16,769.76,0,0,0,60,0,57.08,0,0,0,0,,1,0,0,0,0,0,2,0.52,58,55.13,0,0,0,0,0,0,0,0,365.9,20,Healthy,,,2026-04-27,Yes,No,281.3,365.9,2026-04-27,58,1,0,0,197,unassigned,N,,,
2026-04-30,SL-COOLING-SHEET-KING-CREAM,X004OCWL21,B0F7LXS4FK,"SLEEPHORIA Cooling Sheets - BreezeWeave 4 PC King Size Cooling Bed Sheets for Hot Sleepers & Deep, Cool Rest - Cloud Soft, Silky Smooth, 16 in Deep Pocket, Ultra Durable (Cream)",New,36,0,62,0,0,0,0,0,USD,16,93,133,143,,77.99,0,77.99,0,GoToRestock,,0,0,0,0,1.99,0.330029,cubic feet,Standard,11.881044,US,gl_home,32563,42,0,1,3,77.99,1238.84,7059.07,10029.67,10770.57,49,13,0,0,0,9.64,0,0,0,0,,19,2,,,,,,,,,,,,,,,,,60.5,40,Healthy,22,2026-05-06,2026-04-27,No,No,36.3,60.5,2026-04-27,52,16,2,1,45,unassigned,N,,,
2026-04-30,BAMBOO-FULL-PURPLE,X003TOCG9D,B0BZPY4PXY,"DECOLURE 100% Viscose Derived from Bamboo Sheets Full Size - Luxury 4 Pc Naturally Cooling Sheets, Ultra Soft Bed Set - Deep 17"" Pockets, Durable Double Stitching, Oeko Tex Standard (Purple)",New,159,0,0,100,81,3,0,0,USD,2,9,24,35,,69.99,0,69.98,0,NoRestockExcessActionRequired,,0,0,0,104.15,0.17,0.280157,cubic feet,Standard,44.544963,US,gl_home,11515,366,0,70,59,69.98,129.97,599.9,1595.48,2310.37,0,0,0,84,0,57.84,0,0,0,0,,27,0,139,19.46,1,0.28,13,5.46,28,42.74,0,0,0,0,0,0,0,0,531.9,28,Healthy,,,2026-04-27,Yes,No,448.5,531.9,2026-04-27,160,1,26,0,366,unassigned,N,,,
2026-04-30,SATIN-FITTED-QUEEN-SEA-TEAL,X004CBTTDX,B0DBW1NVHF,"DECOLURE Satin Fitted Sheet Queen Size (1 PC) – Luxuriously Smooth & Softer Than Silk Bed Sheets w/ 15 Inch Deep Pocket Hypoallergenic Wrinkle Free, Secure Snug Fit, Elastic Corner Straps (Sea Teal)",New,163,0,2,4,141,43,0,0,USD,23,67,126,151,,17.95,0,17.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.52,0.174516,cubic feet,Standard,28.446108,US,gl_home,14844,82,0,9,14,17.95,400.85,1184.65,2248.7,2697.45,0,1,1,184,0,51.05,0,0,0,0,,22,0,121,10.57,20,3.49,0,0,1,0.95,42,41.77,0,0,0,0,0,0,186.3,97,Healthy,21,2026-05-06,2026-04-27,Yes,No,120.7,186.3,2026-04-27,183,20,0,2,83,unassigned,N,,,
2026-04-30,SATIN-WHITE-KING-6PCS,X003UM8ZK3,B0C7F5VMC8,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (White)",New,57,0,3,45,14,0,0,0,USD,10,46,70,111,,33.95,0,33.95,0,NoExcessInventory,,0,0,0,0,0.9,0.267969,cubic feet,Standard,15.274233,US,gl_home,24922,92,0,8,10,33.95,339.5,1592.95,2407.75,3785.43,0,2,1,14,0,11.83,36,36,0,0,,4,0,28,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,27,Healthy,,,2026-04-27,Yes,No,63.7,103.8,2026-04-27,95,2,1,1,165,unassigned,N,,,
2026-04-30,SATIN-FULL-GREY,X002IU8VWF,B0839LMS13,"DECOLURE Satin Bed Sheets - 4 Piece Luxury Silky Full Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Grey)",New,367,0,194,35,161,0,0,0,USD,6,44,78,122,,29.95,0,29.95,0,NoRestockExcessActionRequired,,0,0,0,0,0.32,0.189768,cubic feet,Standard,69.644856,US,gl_home,10574,304,0,46,54,27.16,179.7,1236.89,2263.49,3519.91,15,103,76,161,0,67.98,144,138,0,6,,25,1,31,2.94,132,25.07,0,0,0,0,0,0,0,0,0,0,0,0,295.4,89,Healthy,,,2026-04-27,Yes,No,281.3,295.4,2026-04-27,517,6,18,1,366,unassigned,N,,,
2026-04-30,BM-FULL-MIDNIGHT-BLACK,X003VHUJXX,B0C9LTQ5YV,DECOLURE Cooling Sheets Full Set 4pcs - Luxurious & Ultra-Soft Full Size Cooling Sheets for Hot Sleepers - Comfortable Bamboo Viscose Microfiber Full Cooling Bed Sheets w/Deep Pockets (Midnight Black),New,41,0,0,42,0,0,0,0,USD,1,8,22,28,,52.95,0,52.95,0,NoExcessInventory,,0,0,0,10.69,0.48,0.213947,cubic feet,Standard,8.771827,US,gl_home,99235,216,0,20,19,52.95,28.76,303.61,802.17,1017.87,0,0,0,0,0,5.93,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,178.9,14,Healthy,,,2026-04-27,Yes,No,177.5,178.9,2026-04-27,42,1,1,0,220,unassigned,N,,,
2026-04-30,SS-SATIN-STRIPED-PURPLE-FULL-4PCS,X004D7EXC3,B0DDQXMHHQ,"SLEEP SANCTUARY Satin Sheets Full Size – 4 Piece Luxury Silky Bed Set, Softer Than Silk, 15"" Deep Pocket, Cooling & Wrinkle-Free, Moisture-Wicking & Breathable for Hair & Skin (Striped Purple)",New,27,0,24,9,0,0,0,0,USD,1,2,2,3,,31.95,0,31.95,0,Create Outlet deal,,23.76,2,0,1009.07,0.12,0.154324,cubic feet,Standard,4.166748,US,gl_home,14711,366,27,54,117,31.95,33.95,62.71,62.71,94.66,0,18,6,0,0,2.98,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,789,,Excess,,,2026-04-27,Yes,No,498,789,2026-04-27,27,0,6,0,366,unassigned,N,,,
2026-04-30,SATIN-TAUPE-KING,X003RX78J9,B0BZPVZKVS,,New,151,0,2,3,51,63,34,0,USD,3,19,43,71,Low traffic,33.95,0,33.95,0,NoRestockExcessActionRequired,,31.01,14,0,103.23,0.39,0.233647,cubic feet,Standard,35.280697,US,gl_home,,254,94,31,27,33.95,98.45,602.28,1404.23,2277.95,1,0,1,62,52,172.94,0,0,0,0,,1,0,1,0.12,50,11.68,0,0,0,0,2,2.66,9,12.4,86,138.63,0,0,306.6,40,Excess,,,2026-04-27,Yes,No,306.6,256.9,2026-04-27,152,1,0,0,254,unassigned,N,,,
2026-04-30,SATIN-6PC-KING-BLUSH PINK,X004BS2KQP,B0D9QSG9LD,"DECOLURE Satin Bed Sheets - 6 Piece Luxury Silky King Size Bedding Set - Softer Than Silk, Wrinkle-Free with 15” Deep Pocket Fitted Sheet, Perfect for Hair & Skin, Gifts for Women (Blush Pink)",New,119,0,1,2,135,0,0,0,USD,1,18,36,51,,33.95,0,33.95,0,Create Outlet deal,,30.06,2,0,1209.79,0.31,0.454522,cubic feet,Standard,54.088118,US,gl_home,24922,366,80,34,39,33.95,33.95,610.99,1222.09,1740.34,1,0,0,135,0,178.69,36,36,0,0,,7,0,30,6.82,30,13.63,0,0,75,185.79,0,0,0,0,0,0,0,0,285,20,Excess,,,2026-04-27,Yes,No,198.9,285,2026-04-27,155,0,6,1,366,unassigned,N,,,
2026-04-30,SILK-PILLOWCASE-KING-IVORY-1PCS,X004C9TD3L,B0DBR716DJ,"DECOLURE 100% Pure Mulberry Silk Pillow Case King Size – Highest Grade 30 Momme 6A+, Luxuriously Soft & Cooling Silk Pillowcase for Hair & Skin, Hypoallergenic, Breathable, Hidden Zipper (Ivory)",New,3,0,3,0,0,0,0,0,USD,2,20,42,65,,70.99,0,70.99,0,GoToRestock,,0,0,0,0,1.86,0.031363,cubic feet,Standard,0.094089,US,gl_home,181216,6,0,0,0,70.99,99.9,1057,2122.9,3287.75,0,2,1,0,0,0.03,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,46,24,Low stock,37,2026-05-02,2026-04-27,Yes,No,18.4,46,2026-04-27,3,0,0,0,6,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-TWIN-COOL-GREY,X004OD3C41,B0F7M4HC57,"SLEEPHORIA Cooling Fitted Sheet Twin Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 37 x 72 in (Cool Grey)",New,26,0,0,0,30,0,0,0,USD,5,26,41,41,,24.99,0,24.99,0,NoExcessInventory,,0,0,0,0,0.66,0.124038,cubic feet,Standard,3.224988,US,gl_home,33953,36,0,4,8,24.99,124.95,691.74,1072.59,1072.59,0,0,0,30,0,15.6,0,0,0,0,,2,1,0,0,0,0,0,0,30,20.27,0,0,0,0,0,0,0,0,147.6,,,29,2026-05-06,2026-04-27,Yes,No,54.5,147.6,2026-04-27,27,1,0,1,37,unassigned,N,,,
2026-04-30,SS-BAMBOO-NAVY-BLUE-QUEEN-6PCS,X004D8NLIJ,B0DDTZL244,"SLEEP SANCTUARY 100% Viscose Derived from Bamboo Sheets Queen Size 6pcs – BamBliss Luxury Cooling Sheets for Hot Sleepers - Cloud Soft, 17"" Deep Pocket, Ultra Durable Bed Set (Navy Blue)",New,91,0,1,12,81,0,0,0,USD,2,25,47,63,,64.99,0,64.99,0,NoExcessInventory,,0,0,0,0,0.49,0.321684,cubic feet,Standard,29.273244,US,gl_home,47560,144,0,14,18,64.99,124.98,1619.75,3049.53,4099.37,0,0,1,81,0,38.51,0,0,0,0,,0,0,48,7.7,45,14.47,0,0,0,0,0,0,0,0,0,0,0,0,180.1,30,Healthy,,,2026-04-27,Yes,No,118,180.1,2026-04-27,91,0,0,0,144,unassigned,N,,,
2026-04-30,SL-COOLING-FITTED-QUEEN-REGAL-PURPLE,X004OD83TF,B0F7M5V4JC,"SLEEPHORIA Cooling Fitted Sheet Queen Size - 1 PC BreezeWeave Cooling Sheets for Hot Sleepers & Cool Rest w/ 16 in Deep Pocket - Corner Straps, Cloud Soft, Ultra Durable - 57 x 77 in (Regal Purple)",New,106,0,2,0,122,0,0,0,USD,6,28,51,54,,29.99,0,29.99,0,Create Outlet deal,,15.99,2,0,565.12,0.34,0.259411,cubic feet,Standard,27.497566,US,gl_home,33953,147,62,15,25,29.99,179.94,883.72,1577.49,1646.46,0,0,2,122,0,181.86,0,0,0,0,,16,0,0,0,0,0,0,0,122,172.48,0,0,0,0,0,0,0,0,280.4,41,Excess,,,2026-04-27,Yes,No,153.2,280.4,2026-04-27,121,15,0,1,148,unassigned,N,,,
